github_url,repo_name,mentions,n_unq_authors,n_unq_first_authors,arxiv_ids,citation_count,nasa_ack_mentions,unq_keywords
github.com/jieyu126/jitter,jitter,1,4,1,['arXiv:1807.00096'],6,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'methods: observational'
 'stars: oscillations' 'techniques: radial velocities']"
github.com/jjhelmus/leastsqbound-scipy,leastsqbound-scipy,1,4,1,['arXiv:1512.00778'],54,1,"['Astrophysics - High Energy Astrophysical Phenomena' 'X-rays: binaries'
 'accretion' 'accretion disks' 'black hole physics' 'catalogs'
 'stars: black holes']"
github.com/jkeger/seagen,seagen,2,11,1,"['arXiv:1901.09934', 'arXiv:1803.07083']",7,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Physics - Computational Physics' 'methods: numerical'
 'planets and satellites: atmospheres'
 'planets and satellites: dynamical evolution and stability'
 'planets and satellites: individual: Uranus'
 'planets and satellites: interiors']"
github.com/jkteske/gj9827,gj9827,1,8,1,['arXiv:1711.01359'],4,1,"['Astrophysics - Earth and Planetary Astrophysics' 'HIP 115752'
 'planetary systems' 'planets and satellites: fundamental parameters'
 'stars: individual: GJ 9827']"
github.com/jlbline/puma,puma,2,78,2,"['arXiv:1605.06978', 'arXiv:1701.02771']",75,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'dark ages'
 'first stars' 'galaxies: active' 'methods: data analysis'
 'radiation mechanisms: general' 'radio continuum: general' 'reionization'
 'techniques: interferometric']"
github.com/jluastro/jlu-python-code,jlu-python-code,1,14,1,['arXiv:1811.03641'],6,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena']"
github.com/jlustigy/coronagraph,coronagraph,2,12,2,"['arXiv:1609.09075', 'arXiv:1901.05011']",21,2,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'astrobiology' 'planetary systems' 'planets and satellites: atmospheres'
 'planets and satellites: aurorae' 'planets and satellites: detection'
 'planets and satellites: oceans' 'planets and satellites: surfaces'
 'planets and satellites: terrestrial planets']"
github.com/jlustigy/samurai,samurai,1,7,1,['arXiv:1901.05011'],3,1,"['Astrophysics - Earth and Planetary Astrophysics' 'astrobiology'
 'planetary systems' 'planets and satellites: oceans'
 'planets and satellites: surfaces'
 'planets and satellites: terrestrial planets']"
github.com/jma127/pyltr,pyltr,2,13,2,"['arXiv:1804.11131', 'arXiv:1901.00143']",1,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Computer Science - Information Retrieval' 'Physics - Space Physics'
 'Python' 'heliophysics' 'open source' 'reproducible science' 'software'
 'system science']"
github.com/jmeyers314/linmix,linmix,14,132,13,"['arXiv:1808.10510', 'arXiv:1806.04826', 'arXiv:1708.09464', 'arXiv:1612.05636', 'arXiv:1904.02409', 'arXiv:1901.07575', 'arXiv:1711.11101', 'arXiv:1610.07558', 'arXiv:1904.03393', 'arXiv:1901.01283', 'arXiv:1803.00020', 'arXiv:1706.03320', 'arXiv:1605.01612', 'arXiv:1904.10972']",144,7,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'ISM: lines and bands'
 'Physics - Plasma Physics' 'Statistics - Applications' 'X-rays: galaxies'
 'accretion' 'accretion disks' 'binaries: close' 'cD'
 'circumstellar matter' 'distance scale' 'galaxies: ISM'
 'galaxies: abundances' 'galaxies: distances and redshifts'
 'galaxies: dwarf' 'galaxies: elliptical and lenticular'
 'galaxies: evolution' 'galaxies: formation' 'galaxies: high-redshift'
 'galaxies: individual: NGC 5457' 'galaxies: spiral'
 'galaxies: star formation' 'gravitational lensing: strong'
 'planets and satellites: formation' 'protoplanetary disks'
 'stars: low-mass' 'stars: pre-main sequence'
 'submillimeter: planetary systems' 'supernovae: general']"
github.com/jobovy/bovy_mcmc,bovy_mcmc,1,3,1,['arXiv:1406.3020'],124,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'catalogs'
 'methods: data analysis' 'methods: statistical' 'planetary systems'
 'stars: statistics']"
github.com/jobovy/extreme-deconvolution,extreme-deconvolution,5,38,5,"['arXiv:1511.05714', 'arXiv:1611.00363', 'arXiv:1501.05127', 'arXiv:1801.06545', 'arXiv:1711.11101']",135,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'M2' 'M3' 'M5'
 'Statistics - Applications' 'globular clusters: general'
 'globular clusters: individual: M13' 'methods: statistical'
 'stars: AGB and post-AGB' 'stars: abundances'
 'stars: chemically peculiar' 'stars: evolution' 'supernovae: general']"
github.com/jobovy/gaia_tools,gaia_tools,3,8,3,"['arXiv:1805.03194', 'arXiv:1704.05063', 'arXiv:1808.05603']",71,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: disc'
 'Galaxy: fundamental parameters' 'Galaxy: halo'
 'Galaxy: kinematics and dynamics' 'Galaxy: stellar content'
 'Galaxy: structure' 'High Energy Physics - Phenomenology'
 'Magellanic Clouds' 'solar neighbourhood'
 'stars: kinematics and dynamics' 'stars: statistics']"
github.com/jobovy/galpy,galpy,42,313,36,"['arXiv:1412.3451', 'arXiv:1507.07889', 'arXiv:1805.10288', 'arXiv:1310.7022', 'arXiv:1504.02477', 'arXiv:1904.03314', 'arXiv:1802.02592', 'arXiv:1809.03881', 'arXiv:1901.01082', 'arXiv:1802.09562', 'arXiv:1703.03823', 'arXiv:1903.08178', 'arXiv:1901.04559', 'arXiv:1811.06427', 'arXiv:1804.05894', 'arXiv:1811.00549', 'arXiv:1807.02059', 'arXiv:1711.09097', 'arXiv:1710.05930', 'arXiv:1410.8135', 'arXiv:1509.01252', 'arXiv:1903.10136', 'arXiv:1803.07559', 'arXiv:1812.00198', 'arXiv:1712.06590', 'arXiv:1805.02332', 'arXiv:1411.0399', 'arXiv:1610.05920', 'arXiv:1806.04738', 'arXiv:1401.2985', 'arXiv:1708.06875', 'arXiv:1501.00581', 'arXiv:1810.12201', 'arXiv:1712.03241', 'arXiv:1703.05970', 'arXiv:1605.08601', 'arXiv:1601.05797', 'arXiv:1904.05911', 'arXiv:1902.01344', 'arXiv:1902.01345', 'arXiv:1808.08569', 'arXiv:1806.02345']",754,16,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Galaxy Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: abundances'
 'Galaxy: bulge' 'Galaxy: center' 'Galaxy: disk' 'Galaxy: evolution'
 'Galaxy: formation' 'Galaxy: fundamental parameters' 'Galaxy: general'
 'Galaxy: halo' 'Galaxy: kinematics and dynamics'
 'Galaxy: stellar content' 'Galaxy: structure'
 'General Relativity and Quantum Cosmology'
 'High Energy Physics - Experiment' 'High Energy Physics - Phenomenology'
 'High Energy Physics - Theory' 'Local Group' 'Nuclear Experiment'
 'Nuclear Theory' 'binaries: spectroscopic' 'black hole physics'
 'catalogs' 'catalogues' 'dark matter'
 'galaxies: clusters: intracluster medium' 'galaxies: dwarf'
 'galaxies: evolution' 'galaxies: general' 'galaxies: individual: M31'
 'galaxies: individual: Sagittarius dSph' 'galaxies: individual: Segue 1'
 'galaxies: interactions' 'galaxies: kinematics and dynamics'
 'galaxies: spiral' 'galaxies: stellar content' 'galaxy: disc'
 'globular clusters: general'
 'globular clusters: individual: ESO 452-SC11'
 'globular clusters: individual: NGC 6441' 'methods: data analysis'
 'methods: numerical' 'methods: observational' 'methods: statistical'
 'open clusters and associations: individual: Hyades' 'planetary systems'
 'planets and satellites: detection'
 'planets and satellites: gaseous planets' 'proper motions'
 'pulsars: general' 'pulsars: individual: J1745─2900'
 'pulsars: individual: SGR J1745─29' 'stars: Population II'
 'stars: Population III' 'stars: abundances' 'stars: carbon'
 'stars: early-type' 'stars: formation' 'stars: fundamental parameters'
 'stars: horizontal-branch' 'stars: individual: HD 332124'
 'stars: individual: iota Horologii'
 'stars: individual: planetary nebulae' 'stars: kinematics and dynamics'
 'stars: low-mass' 'stars: neutron' 'stars: variables: RR Lyrae' 'surveys'
 'techniques: photometric' 'techniques: radial velocities'
 'techniques: spectroscopic']"
github.com/jobovy/galpy-paper-figures,galpy-paper-figures,0,0,0,[],0.0,0.0,[]
github.com/jobovy/mwdust,mwdust,6,25,6,"['arXiv:1804.01427', 'arXiv:1509.06751', 'arXiv:1811.06511', 'arXiv:1805.03194', 'arXiv:1808.09725', 'arXiv:1706.09416']",89,3,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Galaxy: fundamental parameters' 'Galaxy: halo'
 'Galaxy: kinematics and dynamics' 'Galaxy: structure' 'Magellanic Clouds'
 'asteroseismology' 'binaries: eclipsing' 'catalogs'
 'cosmology: observations' 'dark matter' 'dust' 'extinction'
 'galaxies: clusters: general' 'galaxies: halos' 'methods: data analysis'
 'methods: observational' 'parallaxes' 'stars: distances'
 'stars: kinematics and dynamics' 'stars: statistics' 'surveys']"
github.com/jobovy/segueselect,segueselect,1,6,1,['arXiv:1111.1724'],248,1,"['Astrophysics - Galaxy Astrophysics' 'Galaxy: abundances' 'Galaxy: disk'
 'Galaxy: evolution' 'Galaxy: formation' 'Galaxy: fundamental parameters'
 'Galaxy: structure']"
github.com/jobovy/tgas-completeness,tgas-completeness,1,1,1,['arXiv:1704.05063'],49,0,"['Astrophysics - Astrophysics of Galaxies' 'Galaxy: disc'
 'Galaxy: fundamental parameters' 'Galaxy: stellar content'
 'Galaxy: structure' 'solar neighbourhood' 'stars: statistics']"
github.com/joeharr4/bart,bart,1,1,1,['arXiv:1604.02692'],6,0.0,['Astrophysics - Earth and Planetary Astrophysics']
github.com/johannesbuchner/nway,nway,1,9,1,['arXiv:1705.10711'],18,0,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'catalogues' 'methods: data analysis' 'methods: statistical'
 'virtual observatory tools']"
github.com/johannesbuchner/pymultinest,pymultinest,7,34,6,"['arXiv:1809.07797', 'arXiv:1709.04118', 'arXiv:1610.03216', 'arXiv:1711.03329', 'arXiv:1604.05370', 'arXiv:1409.7062']",126,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'ISM: molecules' 'Physics' 'Physics - Atmospheric and Oceanic Physics'
 'galaxies: ISM' 'methods: statistical'
 'planets and satellites: atmospheres'
 'planets and satellites: composition' 'planets and satellites: formation'
 'planets and satellites: gaseous planets'
 'planets and satellites: individual: HR 8799' 'submillimeter: general'
 'techniques: spectroscopic']"
github.com/johnnygreco/hugs,hugs,1,14,1,['arXiv:1709.04474'],26,1,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: dwarf'
 'galaxies: general']"
github.com/jonathansick/padova,padova,1,2,1,['arXiv:1805.02332'],2,0,"['Astrophysics - Astrophysics of Galaxies' 'Galaxy: disk'
 'Galaxy: evolution' 'Galaxy: formation' 'Galaxy: general'
 'Galaxy: kinematics and dynamics' 'stars: kinematics and dynamics']"
github.com/josephmeiring/kmpfit,kmpfit,2,11,2,"['arXiv:1701.06143', 'arXiv:1612.03366']",13,2,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'accretion'
 'accretion disks' 'black hole physics' 'distance scale'
 'galaxies: active' 'methods: statistical' 'stars: abundances'
 'stars: variables: RR Lyrae']"
github.com/joshspeagle/dynesty,dynesty,16,209,14,"['arXiv:1901.00051', 'arXiv:1811.06020', 'arXiv:1805.07328', 'arXiv:1811.02042', 'arXiv:1904.03460', 'arXiv:1903.05778', 'arXiv:1904.00011', 'arXiv:1903.02061', 'arXiv:1804.06406', 'arXiv:1903.06107', 'arXiv:1704.03459', 'arXiv:1904.02280', 'arXiv:1710.02145', 'arXiv:1901.00443', 'arXiv:1902.01425', 'arXiv:1812.05608']",84,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'General Relativity and Quantum Cosmology' 'Physics - Data Analysis'
 'Statistics - Computation' 'Statistics - Methodology'
 'Statistics and Probability' 'TIC 100100827' 'TIC 279741379' 'TOI 185'
 'catalogs' 'gravitational waves' 'methods: data analysis'
 'methods: numerical' 'methods: statistical' 'planetary systems'
 'planets and satellites: atmospheres' 'planets and satellites: detection'
 'planets and satellites: individual: GJ 1132b'
 'planets and satellites: terrestrial planets' 'stars: black holes'
 'stars: individual: HD 21749' 'stars: individual: WASP-18'
 'stars: neutron' 'supernovae: general']"
github.com/jpivarski/pyminuit,pyminuit,3,14,3,"['arXiv:1608.05118', 'arXiv:1412.1529', 'arXiv:1904.10220']",7,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Front end electronics' 'Particle astrophysics' 'Photo-multipliers'
 'Photon counting' 'Physics - Instrumentation and Detectors'
 'Silicon photo-multipliers' 'cosmology: observations' 'early universe'
 'inflation' 'large-scale structure of universe' 'supernovae: general']"
github.com/jpober/21cmsense,21cmsense,13,150,11,"['arXiv:1904.07868', 'arXiv:1602.06259', 'arXiv:1602.03887', 'arXiv:1606.07473', 'arXiv:1602.06277', 'arXiv:1605.06978', 'arXiv:1903.09064', 'arXiv:1705.04688', 'arXiv:1509.03312', 'arXiv:1904.07881', 'arXiv:1803.08427', 'arXiv:1705.03471', 'arXiv:1603.06795']",351,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'High Energy Physics - Phenomenology' 'cosmology: observations'
 'cosmology: theory' 'dark ages' 'early universe' 'first stars'
 'galaxies: high-redshift' 'instrumentation: interferometers'
 'intergalactic medium' 'methods: data analysis' 'methods: numerical'
 'methods: statistical' 'radio lines: general' 'reionization'
 'techniques: interferometric']"
github.com/jradavenport/cubehelix,cubehelix,2,24,2,"['arXiv:1605.06516', 'arXiv:1509.07512']",57,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics' 'ISM: molecules'
 'astrochemistry' 'galaxies: ISM' 'galaxies: active' 'galaxies: starburst'
 'protoplanetary disks']"
github.com/jradavenport/fbeye,fbeye,3,10,2,"['arXiv:1510.05695', 'arXiv:1608.06672', 'arXiv:1607.03886']",66,1,"['Astrophysics - Solar and Stellar Astrophysics' 'Flares' 'Stars'
 'stars: activity' 'stars: flare' 'stars: individual: Proxima Cen'
 'stars: late-type' 'stars: low-mass']"
github.com/jradavenport/jradavenport_idl,jradavenport_idl,1,4,1,['arXiv:1710.03840'],7,1,"['Astrophysics - Solar and Stellar Astrophysics' 'binaries: close'
 'binaries: eclipsing' 'binaries: spectroscopic'
 'stars: fundamental parameters']"
github.com/jrka/pyradexnest,pyradexnest,2,10,2,"['arXiv:1803.07084', 'arXiv:1703.07121']",8,1,"['Arp 55' 'Astrophysics - Astrophysics of Galaxies' 'ISM: molecules'
 'galaxies: ISM' 'galaxies: abundances' 'galaxies: individual: NGC 2623'
 'galaxies: interactions' 'galaxies: starburst' 'submillimeter: ISM'
 'submillimeter: galaxies']"
github.com/jrneeley/theoretical-pwz-relations,theoretical-pwz-relations,1,17,1,['arXiv:1705.01970'],18,1,"['Astrophysics - Solar and Stellar Astrophysics' 'infrared: stars'
 'stars: horizontal-branch' 'stars: variables: RR Lyrae']"
github.com/jrvliet/mockspec,mockspec,1,11,1,['arXiv:1811.06028'],4,1,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: halos'
 'quasars: absorption lines']"
github.com/jspilker/visilens,visilens,2,43,2,"['arXiv:1712.03020', 'arXiv:1604.05723']",100,2,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: ISM'
 'galaxies: high-redshift' 'galaxies: star formation']"
github.com/jswoboda/geodata,geodata,1,10,1,['arXiv:1901.00143'],0,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Physics - Space Physics' 'Python' 'heliophysics' 'open source'
 'reproducible science' 'software' 'system science']"
github.com/juliadeneva/clusterrank,clusterrank,1,9,1,['arXiv:1603.01151'],16,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'pulsars: general'
 'stars: neutron']"
github.com/julianbautista/eboss_clustering,eboss_clustering,1,19,1,['arXiv:1712.08064'],19,0,"['Astrophysics - Cosmology and Nongalactic Astrophysics' 'distance scale'
 'large-scale structure of universe']"
github.com/juliotux/astropop,astropop,1,1,1,['arXiv:1811.01408'],0,1,['Astrophysics - Instrumentation and Methods for Astrophysics']
github.com/jyshangguan/fitter,fitter,1,3,1,['arXiv:1802.08364'],18,0,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena' 'galaxies: ISM'
 'galaxies: Seyfert' 'galaxies: active' 'galaxies: nuclei' 'infrared: ISM'
 'quasars: general']"
github.com/kalinova/dyn_models,dyn_models,1,6,1,['arXiv:1609.08700'],8,1,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: bulges'
 'galaxies: kinematics and dynamics' 'galaxies: spiral'
 'galaxies: structure' 'methods: analytical' 'methods: statistical']"
github.com/kasperschmidt/glassinspectionguis,glassinspectionguis,7,73,4,"['arXiv:1509.00475', 'arXiv:1610.04621', 'arXiv:1610.04615', 'arXiv:1511.00686', 'arXiv:1511.04205', 'arXiv:1510.05750', 'arXiv:1603.00505']",251,7,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: clusters: general'
 'galaxies: clusters: individual: MACS J0416.1-2403' 'galaxies: evolution'
 'galaxies: formation' 'galaxies: general' 'galaxies: high-redshift'
 'galaxies: star formation' 'gravitational lensing: strong'
 'methods: data analysis' 'techniques: spectroscopic']"
